Autor;Título;Archivo;Volumen;Seccion;URL;Ano
María de Miguel y Gallo;Dos microcuentos;n13-14_lapiz-microcuentos.pdf;13;El lápiz de Esculapio;https://www.tremedica.org/wp-content/uploads/n13-14_lapiz-microcuentos.pdf;2003
Miguel Turrión;El libro médico extranjero en el Madrid ilustrado (traductores y traducciones);n13-14_resenas-turrion.pdf;13;Reseñas;https://www.tremedica.org/wp-content/uploads/n13-14_resenas-turrion.pdf;2003
Verónica Saladrigas|Luis Pestana;Las estadísticas son como los biquinis (respuesta a «Migrañas, biquinis, azafatas y modas»);n13-14_tribuna-carta.pdf;13;Cartas a Panace@;https://www.tremedica.org/wp-content/uploads/n13-14_tribuna-carta.pdf;2003
Verónica Saladrigas|M. Gonzalo Claros Díaz|Diego González-Halphen;Vocabulario inglés-español de bioquímica y biología molecular (4.ª entrega);n13-14_tradyterm-biologiamolecular.pdf;13;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n13-14_tradyterm-biologiamolecular.pdf;2003
Xosé Castro Roig;Verborreicos balbucientes;n13-14_entremes_castroroig.pdf;13;Entremeses;https://www.tremedica.org/wp-content/uploads/n13-14_entremes_castroroig.pdf;2003
Álvaro García Meseguer;Sexismo y ultrasexismo lingüísticos;n15_resenas-GarciaMeseguer.pdf;15;Reseñas;https://www.tremedica.org/wp-content/uploads/n15_resenas-GarciaMeseguer.pdf;2004
Enrique Bernárdez;Hierbas, plantas, animales…, lengua y traducción (I);n15_entremes-Bernardez.pdf;15;Entremeses;https://www.tremedica.org/wp-content/uploads/n15_entremes-Bernardez.pdf;2004
Fernando A. Navarro;Minidiccionario crítico de dudas;n15_tradyterm-Navarro.pdf;15;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n15_tradyterm-Navarro.pdf;2004
Fernando A. Navarro;¿Quién lo usó por vez primera? <em>ECG</em> y <em>Holter</em>;n15_entremes-Navarro1.pdf;15;Entremeses;https://www.tremedica.org/wp-content/uploads/n15_entremes-Navarro1.pdf;2004
Fernando A. Navarro;¿Quién lo usó por vez primera? <em>Síndrome del maullido</em>;n15_entremes-Navarro2.pdf;15;Entremeses;https://www.tremedica.org/wp-content/uploads/n15_entremes-Navarro2.pdf;2004
Françoise Salager-Meyer;El lenguaje de la crítica en el discurso médico español: una perspectiva histórica;n15_editorial.pdf;15;Editorial;https://www.tremedica.org/wp-content/uploads/n15_editorial.pdf;2004
Gregory Morley;Free Access, Quality and Translation: A report on the CINDOC Workshop Las revistas científicas españolas ante los retos tecnológicos;n15_congresos-Morley.pdf;15;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n15_congresos-Morley.pdf;2004
Guillermo Reynoso|Ernesto Martín-Jacod|María Carolina Berra|Olga Burlak|Patricia Houghton|María Cecilia Vallese;SNOMED: la nomenclatura sistematizada de medicina del College of American Pathologists (y II);n15_tribuna-SNOMED.pdf;15;Tribuna;https://www.tremedica.org/wp-content/uploads/n15_tribuna-SNOMED.pdf;2004
Héctor Quiñones;Sobre el seminario Ciencia, tecnología y ciencia española: la terminología científica en español;n15_congresos-Quinones.pdf;15;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n15_congresos-Quinones.pdf;2004
Joaquín Segura;In Memoriam Javier L. Collazo (1918-2003);n15_semblanzas-Segura.pdf;15;Semblanzas;https://www.tremedica.org/wp-content/uploads/n15_semblanzas-Segura.pdf;2004
Jorge Avendaño-Inestrillas;Relaciones fatales de un corrector;n15_entremes-Avendano.pdf;15;Entremeses;https://www.tremedica.org/wp-content/uploads/n15_entremes-Avendano.pdf;2004
José A. Tapia Granados;De panfletos y textos científicos y filosóficos: respuesta a José Antonio Pascual;n15_cartas-Tapia.pdf;15;Cartas a Panace@;https://www.tremedica.org/wp-content/uploads/n15_cartas-Tapia.pdf;2004
José Antonio Díaz Rojo;El término diabetes: aspectos históricos y lexicográficos;n15_tribuna-DiazRojo.pdf;15;Tribuna;https://www.tremedica.org/wp-content/uploads/n15_tribuna-DiazRojo.pdf;2004
José María Álvarez Blanco;La terminología científico-técnica en el DRAE;n15_tribuna-AlvarezBlanco.pdf;15;Tribuna;https://www.tremedica.org/wp-content/uploads/n15_tribuna-AlvarezBlanco.pdf;2004
José María Álvarez Blanco;No es lo mismo (I);n15_entremes-ABlanco.pdf;15;Entremeses;https://www.tremedica.org/wp-content/uploads/n15_entremes-ABlanco.pdf;2004
Josep L. Barona;Hacer ciencia de la salud: los diagnósticos y el conocimiento científico de las enfermedades;n15_tribuna-Barona.pdf;15;Tribuna;https://www.tremedica.org/wp-content/uploads/n15_tribuna-Barona.pdf;2004
Laura Munoa|Cristina Estrada Velo;Próximas reuniones;n15_congresos-EstradaMunoa.pdf;15;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n15_congresos-EstradaMunoa.pdf;2004
M.ª Blanca Mayor Serrano;Los folletos de salud, a examen;n15_revistilo-MayorSerrano.pdf;15;Revisión y estilo;https://www.tremedica.org/wp-content/uploads/n15_revistilo-MayorSerrano.pdf;2004
Maite Solana;Traducir también es arriesgar;n15_entremes-Solana.pdf;15;Entremeses;https://www.tremedica.org/wp-content/uploads/n15_entremes-Solana.pdf;2004
Manuel Calvo Hernando;Asociación Española de Periodismo Científico: balance de un cuarto de siglo;n15_resenas-Hernando.pdf;15;Reseñas;https://www.tremedica.org/wp-content/uploads/n15_resenas-Hernando.pdf;2004
Manuel Sevilla Muñoz|Julia Sevilla Muñoz;Las limitaciones del técnico traductor;n15_entremes-SevillaMunoz.pdf;15;Entremeses;https://www.tremedica.org/wp-content/uploads/n15_entremes-SevillaMunoz.pdf;2004
María Barbero;Terminología cazurra: El pijiritati;n15_lapiz-Barbero.pdf;15;El lápiz de Esculapio;https://www.tremedica.org/wp-content/uploads/n15_lapiz-Barbero.pdf;2004
María de Miguel y Gallo;Dos microcuentos y pico;n15_lapiz-deMiguel.pdf;15;El lápiz de Esculapio;https://www.tremedica.org/wp-content/uploads/n15_lapiz-deMiguel.pdf;2004
María Gabriela Ortiz;La medicina, la atención médica y la lengua en la XLIV Conferencia Anual de la ATA;n15_congresos-Ortiz.pdf;15;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n15_congresos-Ortiz.pdf;2004
Mercè Piqueras;Ripoll y el proyecto Scriptorium;n15_congresos-Piqueras.pdf;15;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n15_congresos-Piqueras.pdf;2004
Miguel Turrión;Tres enfoques de redacción científico-técnica;n15_resenas-Turrion.pdf;15;Reseñas;https://www.tremedica.org/wp-content/uploads/n15_resenas-Turrion.pdf;2004
Pedro J. Chamizo Domínguez;La función social y cognitiva del eufemismo y del disfemismo;n15_tribuna-ChamizoDominguez.pdf;15;Tribuna;https://www.tremedica.org/wp-content/uploads/n15_tribuna-ChamizoDominguez.pdf;2004
Pollux Hernúñez;El don de la palabra es lo más grande;n15_resenas-Hernunez.pdf;15;Reseñas;https://www.tremedica.org/wp-content/uploads/n15_resenas-Hernunez.pdf;2004
Valentín García Yebra;Suido: un término científico mal acentuado;n15_tradyterm-GarciaYebra.pdf;15;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n15_tradyterm-GarciaYebra.pdf;2004
Verónica Saladrigas;El sistema de clasificación ATC de sustancias farmacéuticas para uso humano (The Anatomical, Therapeutic, Chemical Classification System);n15_tribuna-Saladrigas.pdf;15;Tribuna;https://www.tremedica.org/wp-content/uploads/n15_tribuna-Saladrigas.pdf;2004
Verónica Saladrigas|Josep E. Baños;Glosario del dolor (2.ª parte): otras cefaleas;n15_tradyterm-SaladrigasBanos.pdf;15;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n15_tradyterm-SaladrigasBanos.pdf;2004
Aníbal J. Morillo;Normal;n16_entremes_Morillo.pdf;16;Entremeses;https://www.tremedica.org/wp-content/uploads/n16_entremes_Morillo.pdf;2004
Bertha M. Gutiérrez Rodilla;Reflexión crítica sobre la cirugía al alcance de todos;n16_resenas_GutierrezRodilla.pdf;16;Reseñas;https://www.tremedica.org/wp-content/uploads/n16_resenas_GutierrezRodilla.pdf;2004
Bertha M. Gutiérrez Rodilla;La cena de los idiotas;n16_entremes_GutierrezRodilla.pdf;16;Entremeses;https://www.tremedica.org/wp-content/uploads/n16_entremes_GutierrezRodilla.pdf;2004
Carlos Gancedo;Variaciones sobre una frase... ¿sencilla?;n16_entremes_Gancedo.pdf;16;Entremeses;https://www.tremedica.org/wp-content/uploads/n16_entremes_Gancedo.pdf;2004
Concha Campos Mármol;Máster de Traducción Científico-Técnica en Barcelona;n16_entremes_CamposMarmol.pdf;16;Entremeses;https://www.tremedica.org/wp-content/uploads/n16_entremes_CamposMarmol.pdf;2004
Cristina Márquez Arroyo;Entrevista a Ana María Giordano, médica traductora argentina;n16_semblanzas_MarquezArroyo.pdf;16;Semblanzas;https://www.tremedica.org/wp-content/uploads/n16_semblanzas_MarquezArroyo.pdf;2004
Enrique Bernárdez;Hierbas, plantas, animales..., lengua y traducción (y II);n16_entremes_Bernardez.pdf;16;Entremeses;https://www.tremedica.org/wp-content/uploads/n16_entremes_Bernardez.pdf;2004
Enrique Saldaña;El órgano sexual de la capa V de la corteza cerebral;n16_entremes_Saldana.pdf;16;Entremeses;https://www.tremedica.org/wp-content/uploads/n16_entremes_Saldana.pdf;2004
Eugenia Belmonte Gabaldón|M.ª Ángeles Córdoba Palazuelos;Valoración del Curso de postgrado en traducción de textos médicos (inglés-español) de la Universidad Jaime I;n16_congresos_JaumeI.pdf;16;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n16_congresos_JaumeI.pdf;2004
Fernando A. Navarro;Minidiccionario crítico de dudas;n16_tradyterm_minidiccionario.pdf;16;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n16_tradyterm_minidiccionario.pdf;2004
Fernando A. Navarro;¿Quién lo usó por vez primera? <em>Homeostasis</em>;n16_entremes_Navarro1.pdf;16;Entremeses;https://www.tremedica.org/wp-content/uploads/n16_entremes_Navarro1.pdf;2004
Fernando A. Navarro;¿Quién lo usó por vez primera? <em>Enfermedad de Refsum</em>;n16_entremes_Navarro2.pdf;16;Entremeses;https://www.tremedica.org/wp-content/uploads/n16_entremes_Navarro2.pdf;2004
Gonzalo Casino;Interlingua: Sobre las lenguas dominantes y las minoritarias en medicina;n16_entremes_Casino.pdf;16;Entremeses;https://www.tremedica.org/wp-content/uploads/n16_entremes_Casino.pdf;2004
Ignacio Dávila;¿Por qué todo el mundo quiere ver mi celulitis?;n16_entremes_Davila.pdf;16;Entremeses;https://www.tremedica.org/wp-content/uploads/n16_entremes_Davila.pdf;2004
Ingrid Cáceres Würsig|Luis Pérez González|Birgit Strotmann;Calidad y traducción: perspectivas académicas y profesionales;n16_congresos_CaceresEtCols.pdf;16;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n16_congresos_CaceresEtCols.pdf;2004
Joaquín García Palacios;El lenguaje médico: algo más que información. De cómo los lingüistas y los médicos pueden entenderse;n16_tribuna_GarciaPalacios.pdf;16;Tribuna;https://www.tremedica.org/wp-content/uploads/n16_tribuna_GarciaPalacios.pdf;2004
José María Álvarez Blanco;No es lo mismo (II) Reactivo y reactante (o reaccionante);n16_entremes_AlvarezBlanco.pdf;16;Entremeses;https://www.tremedica.org/wp-content/uploads/n16_entremes_AlvarezBlanco.pdf;2004
José Martínez de Sousa;La traducción y sus trampas;n16_tribuna_MartinezDeSousa.pdf;16;Tribuna;https://www.tremedica.org/wp-content/uploads/n16_tribuna_MartinezDeSousa.pdf;2004
Juan Pérez;Sobre la etimología de 'ombligo';n16_entremes_Perez.pdf;16;Entremeses;https://www.tremedica.org/wp-content/uploads/n16_entremes_Perez.pdf;2004
Karen Shashok;A public health odyssey brought back to light. The story of the world´s first mass vaccination project;n16_resenas_Shashok.pdf;16;Reseñas;https://www.tremedica.org/wp-content/uploads/n16_resenas_Shashok.pdf;2004
Karen Shashok;La calidad en el Servicio de Traducción de la Comisión Europea;n16_congresos_Shashok.pdf;16;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n16_congresos_Shashok.pdf;2004
Laura Munoa|Cristina Estrada Velo;Próximas reuniones;n16_congresos_Estrada-Munoa.pdf;16;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n16_congresos_Estrada-Munoa.pdf;2004
Lorenzo Serrahima;Las bellas durmientes;n16_lapiz_Serrahima.pdf;16;El lápiz de Esculapio;https://www.tremedica.org/wp-content/uploads/n16_lapiz_Serrahima.pdf;2004
M. Gonzalo Claros Díaz|Verónica Saladrigas|Diego González-Halphen;Vocabulario inglés-español de bioquímica y biología molecular (5.ª entrega);n16_tradyterm_Claros-Saladrigas-GonzalezH.pdf;16;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n16_tradyterm_Claros-Saladrigas-GonzalezH.pdf;2004
M. Teresa Cabré|Carme Bach;El corpus tècnic del IULA: corpus textual especializado plurilingüe;n16_resenas_Cabre-Bach.pdf;16;Reseñas;https://www.tremedica.org/wp-content/uploads/n16_resenas_Cabre-Bach.pdf;2004
M.ª Blanca Mayor Serrano|Juan José Arevalillo Doval|Xosé Castro Roig|Estela de Miguel|Miguel Turrión;¿Y ahora qué? Salidas profesionales del traductor médico;n16_tribuna_MayorSerranoEtCols.pdf;16;Tribuna;https://www.tremedica.org/wp-content/uploads/n16_tribuna_MayorSerranoEtCols.pdf;2004
Manuel Sevilla Muñoz;Hacia la definición de necesidades de aprendizaje de los alumnos de Traducción Científico-Técnica;n16_tribuna_SevillaMunoz.pdf;16;Tribuna;https://www.tremedica.org/wp-content/uploads/n16_tribuna_SevillaMunoz.pdf;2004
María Barbero;Inútiles, impedidos, especiales y diferentes. Reflexiones sobre el ficticio valor social de los eufemismos en el entorno de las discapacidades;n16_cartas_Barbero.pdf;16;Cartas a Panace@;https://www.tremedica.org/wp-content/uploads/n16_cartas_Barbero.pdf;2004
María de Miguel y Gallo;El traductor superdotado;n16_lapiz_DeMiguel.pdf;16;El lápiz de Esculapio;https://www.tremedica.org/wp-content/uploads/n16_lapiz_DeMiguel.pdf;2004
Rafael Ferro García|M.ª Carmen Vives Montero;Un análisis de los conceptos de efectividad, eficacia y eficiencia en psicología;n16_tradyterm_FerroG-VivesM.pdf;16;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n16_tradyterm_FerroG-VivesM.pdf;2004
Real Academia Española;Informe académico sobre la expresión violencia de género;n16_tradyterm_RAE.pdf;16;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n16_tradyterm_RAE.pdf;2004
Silvia Castello;El arresto del desarrollo folicular;n16_revistilo_Castello.pdf;16;Revisión y estilo;https://www.tremedica.org/wp-content/uploads/n16_revistilo_Castello.pdf;2004
Xavier Fuentes Arderiu;El juego de los errores;n16_editorial.pdf;16;Editorial;https://www.tremedica.org/wp-content/uploads/n16_editorial.pdf;2004
Agència EFE;Una medtradera guanya el IX Premi de Literatura Científica;n17-18_entremes-EFE.pdf;17-18;Entremeses;https://www.tremedica.org/wp-content/uploads/n17-18_entremes-EFE.pdf;2004
Álvaro García Meseguer;Masculino genérico;n17-18_entremes-GarciaMeseguer.pdf;17-18;Entremeses;https://www.tremedica.org/wp-content/uploads/n17-18_entremes-GarciaMeseguer.pdf;2004
Ana María Giordano;III. El presente y el futuro inmediato: 2004-2006;n17-18_tribuna-Giordano.pdf;17-18;Tribuna;https://www.tremedica.org/wp-content/uploads/n17-18_tribuna-Giordano.pdf;2004
Ángela Ciocca|M.ª José Hernández Weigand|Cristina Márquez Arroyo;El Escaparate de MedTrad: todo un caudal de información para los traductores médicos;n17-18_resenas-Escaparate.pdf;17-18;Reseñas;https://www.tremedica.org/wp-content/uploads/n17-18_resenas-Escaparate.pdf;2004
Aníbal J. Morillo;Etimología infantil;n17-18_entremes-Morillo.pdf;17-18;Entremeses;https://www.tremedica.org/wp-content/uploads/n17-18_entremes-Morillo.pdf;2004
Aníbal J. Morillo;Lost in translation?;n17-18_entremes-Morillo2.pdf;17-18;Entremeses;https://www.tremedica.org/wp-content/uploads/n17-18_entremes-Morillo2.pdf;2004
Arturo Montenegro;¿Quién lo usó por vez primera? <em>Estrés</m>;n17-18_entremes-Montenegro.pdf;17-18;Entremeses;https://www.tremedica.org/wp-content/uploads/n17-18_entremes-Montenegro.pdf;2004
Beatriz Méndez Cendón;Estudio descriptivo inglés-español de las metáforas en el lenguaje del radiodiagnóstico médico;n17-18_tribuna-MendezC.pdf;17-18;Tribuna;https://www.tremedica.org/wp-content/uploads/n17-18_tribuna-MendezC.pdf;2004
Bertha M. Gutiérrez Rodilla;MedTrad para una historiadora del lenguaje médico;n17-18_cartas-GutierrezR.pdf;17-18;Cartas a Panace@;https://www.tremedica.org/wp-content/uploads/n17-18_cartas-GutierrezR.pdf;2004
Bertha M. Gutiérrez Rodilla;El plumero: la Clavis sanationis (siglo XIII) de Simón de Cordo;n17-18_plumero-GutierrezR.pdf;17-18;Reseñas;https://www.tremedica.org/wp-content/uploads/n17-18_plumero-GutierrezR.pdf;2004
Bertha M. Gutiérrez Rodilla;Antiradicalar;n17-18_entremes-GutierrezR.pdf;17-18;Entremeses;https://www.tremedica.org/wp-content/uploads/n17-18_entremes-GutierrezR.pdf;2004
Cristina Márquez Arroyo|M.ª José Hernández Weigand;II. La etapa de consolidación: 2003-2004;n17-18_tribuna-MJH-CMA.pdf;17-18;Tribuna;https://www.tremedica.org/wp-content/uploads/n17-18_tribuna-MJH-CMA.pdf;2004
Elena Fernández|Clara Giner|Juan Francisco Heras;e-revist@s: plataforma digital de revistas científicas electrónicas españolas y latinoamericanas;n17-18_tribuna-e-revistas.pdf;17-18;Tribuna;https://www.tremedica.org/wp-content/uploads/n17-18_tribuna-e-revistas.pdf;2004
Fernando A. Navarro;Minidiccionario crítico de dudas;n17-18_tradyterm-Minidiccionario.pdf;17-18;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n17-18_tradyterm-Minidiccionario.pdf;2004
Fernando A. Navarro;MedTrad y el Libro rojo;n17-18_cartas-Navarro.pdf;17-18;Cartas a Panace@;https://www.tremedica.org/wp-content/uploads/n17-18_cartas-Navarro.pdf;2004
Fernando A. Navarro;Veintiún médicos catalanes que dejaron huella en el lenguaje médico;n17-18_resenas-Navarro.pdf;17-18;Reseñas;https://www.tremedica.org/wp-content/uploads/n17-18_resenas-Navarro.pdf;2004
Fernando A. Navarro;El cupping de Gwyneth Paltrow;n17-18_entremes-Navarro.pdf;17-18;Entremeses;https://www.tremedica.org/wp-content/uploads/n17-18_entremes-Navarro.pdf;2004
Fernando Pardos;La taxonomía biológica: problemas lexicográficos y de traducción;n17-18_tribuna-Pardos.pdf;17-18;Tribuna;https://www.tremedica.org/wp-content/uploads/n17-18_tribuna-Pardos.pdf;2004
Fernando Pardos;MedTrad y el ILEX;n17-18_cartas-Pardos.pdf;17-18;Cartas a Panace@;https://www.tremedica.org/wp-content/uploads/n17-18_cartas-Pardos.pdf;2004
Fernando Pardos|Lorenzo Serrahima|María Luisa Balseiro|Luis Pestana|Félix Lope de Sabandegas y Telodijenscarpio;Poemas y ripios en MedTrad;n17-18_lapiz-Redaccion.pdf;17-18;El lápiz de Esculapio;https://www.tremedica.org/wp-content/uploads/n17-18_lapiz-Redaccion.pdf;2004
Fernando Sorrentino;Cómo 11 de septiembre no significa September 11;n17-18_entremes-Sorrentino.pdf;17-18;Entremeses;https://www.tremedica.org/wp-content/uploads/n17-18_entremes-Sorrentino.pdf;2004
Francisco Hernández|Ignacio Navascués Benlloch;Notas galénicas: el acondicionamiento de los medicamentos;n17-18_tradyterm-Navascues.pdf;17-18;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n17-18_tradyterm-Navascues.pdf;2004
Gabriela Caruso;Cinco años de MedTrad;n17-18_cartas-MedTrad5.pdf;17-18;Cartas a Panace@;https://www.tremedica.org/wp-content/uploads/n17-18_cartas-MedTrad5.pdf;2004
Gabriela Caruso;MedTrad como fuente de información para la resolución de problemas de traducción;n17-18_cartas-Caruso.pdf;17-18;Cartas a Panace@;https://www.tremedica.org/wp-content/uploads/n17-18_cartas-Caruso.pdf;2004
Gustavo A. Silva;MedTrad, una ilusión compartida;n17-18_editorial.pdf;17-18;Editorial;https://www.tremedica.org/wp-content/uploads/n17-18_editorial.pdf;2004
Gustavo A. Silva;Apuntes para la historia de MedTrad;n17-18_tribuna-Medtrad5.pdf;17-18;Tribuna;https://www.tremedica.org/wp-content/uploads/n17-18_tribuna-Medtrad5.pdf;2004
Gustavo A. Silva;I. Los comienzos: 1999-2003;n17-18_tribuna-Silva.pdf;17-18;Tribuna;https://www.tremedica.org/wp-content/uploads/n17-18_tribuna-Silva.pdf;2004
Gustavo A. Silva;La palidez «del tejido conjuntivo» de Nietzsche;n17-18_entremes-Silva.pdf;17-18;Entremeses;https://www.tremedica.org/wp-content/uploads/n17-18_entremes-Silva.pdf;2004
Gustavo Mendiluce Cabrera|Ana I. Hernández Bartolomé;El zigzag retórico en el artículo biomédico inglés: evasiones, acometidas y contraataques;n17-18_tribuna-MendiluceC.pdf;17-18;Tribuna;https://www.tremedica.org/wp-content/uploads/n17-18_tribuna-MendiluceC.pdf;2004
Javier Hellín del Castillo;El Sistema Internacional de unidades: aspectos prácticos para la escritura de textos en el ámbito de las ciencias de la salud;n17-18_tradyterm-Hellin.pdf;17-18;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n17-18_tradyterm-Hellin.pdf;2004
Jorge Cruz;Medicina e farmácia em 11 línguas;n17-18_resenas-Cruz.pdf;17-18;Reseñas;https://www.tremedica.org/wp-content/uploads/n17-18_resenas-Cruz.pdf;2004
José A. Tapia Granados;Kilómetro por hora, años-persona, ji cuadrado: temas dimensionales, métricos y algebraicos en las labores de redacción, edición y traducción al castellano;n17-18_tradyterm-TapiaP.pdf;17-18;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n17-18_tradyterm-TapiaP.pdf;2004
José Gallego;Documentación y terminología para la traducción especializada;n17-18_resenas-Gallego.pdf;17-18;Reseñas;https://www.tremedica.org/wp-content/uploads/n17-18_resenas-Gallego.pdf;2004
Laura Munoa;Próximas reuniones;n17-18_agenda-Munoa.pdf;17-18;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n17-18_agenda-Munoa.pdf;2004
Lorenzo Serrahima;Cinco años solo, cinco años en compañía;n17-18_lapiz-Serrahima.pdf;17-18;El lápiz de Esculapio;https://www.tremedica.org/wp-content/uploads/n17-18_lapiz-Serrahima.pdf;2004
M.ª Blanca Mayor Serrano;La citación en el artículo de divulgación médica (inglés-español) y su importancia en la formación de traductores;n17-18_revistilo-MayorS.pdf;17-18;Revisión y estilo;https://www.tremedica.org/wp-content/uploads/n17-18_revistilo-MayorS.pdf;2004
Manuel Talens;La fuerza de la costumbre;n17-18_lapiz-Talens.pdf;17-18;El lápiz de Esculapio;https://www.tremedica.org/wp-content/uploads/n17-18_lapiz-Talens.pdf;2004
María de Miguel y Gallo;Palabras, estratos;n17-18_lapiz-deMiguel.pdf;17-18;El lápiz de Esculapio;https://www.tremedica.org/wp-content/uploads/n17-18_lapiz-deMiguel.pdf;2004
María Luisa Clark;Versión actualizada de las «normas de Vancouver» en la traducción al español;n17-18_revistilo-Clark.pdf;17-18;Revisión y estilo;https://www.tremedica.org/wp-content/uploads/n17-18_revistilo-Clark.pdf;2004
Mónica Noguerol;MedTrad para una correctora de textos médicos;n17-18_cartas-Noguerol.pdf;17-18;Cartas a Panace@;https://www.tremedica.org/wp-content/uploads/n17-18_cartas-Noguerol.pdf;2004
Real Academia Nacional de Medicina;Manifiesto de apoyo al proyectado diccionario de la RANM;n17-18_entremes-RANM.pdf;17-18;Entremeses;https://www.tremedica.org/wp-content/uploads/n17-18_entremes-RANM.pdf;2004
Redacción de Panace@;«Salud y traducción» en Hieronymus;n17-18_entremes-Redaccion.pdf;17-18;Entremeses;https://www.tremedica.org/wp-content/uploads/n17-18_entremes-Redaccion.pdf;2004
Rosário Durão;Entrevista a Jacques Vissoky, médico tradutor brasileiro;n17-18_semblanzas-Durao.pdf;17-18;Semblanzas;https://www.tremedica.org/wp-content/uploads/n17-18_semblanzas-Durao.pdf;2004
Serge Quérin;Notes pour une (petite) histoire de Français médical;n17-18_tribuna-Querin.pdf;17-18;Tribuna;https://www.tremedica.org/wp-content/uploads/n17-18_tribuna-Querin.pdf;2004
Verónica Saladrigas|José Antonio Sacristán del Castillo;Fichas de MedTrad: eficacia, efectividad y eficiencia en la investigación de fármacos;n17-18_tradyterm-Saladrigas.pdf;17-18;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n17-18_tradyterm-Saladrigas.pdf;2004
Alfonso Domínguez-Gil Hurlé|Enrique Alcaraz Varó;Diccionario terminológico de ciencias farmacéuticas;n19_agenda_gil-alcaraz.pdf;19;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n19_agenda_gil-alcaraz.pdf;2005
Daniel Samper Pizano;Carta no escrita a Lázaro Carreter (I);n19_entremes_samper.pdf;19;Entremeses;https://www.tremedica.org/wp-content/uploads/n19_entremes_samper.pdf;2005
Elena Fernández|Clara Giner|Juan Francisco Heras;e-revistas: nota aclaratoria;n19_tribuna_fernandez-giner-heras.pdf;19;Tribuna;https://www.tremedica.org/wp-content/uploads/n19_tribuna_fernandez-giner-heras.pdf;2005
Esther Vázquez y del Árbol;The rhetorical structure of biomedical sub-genres;n19_tribuna_vazquez.pdf;19;Tribuna;https://www.tremedica.org/wp-content/uploads/n19_tribuna_vazquez.pdf;2005
Federico Romero;Ortografía y ortotipografía del español actual, José Martínez de Sousa;n19_resenas-romero.pdf;19;Reseñas;https://www.tremedica.org/wp-content/uploads/n19_resenas-romero.pdf;2005
Fernando A. Navarro;¿Quién lo usó por vez primera? <em>Dardarina</em>;n19_entremes_navarro1.pdf;19;Entremeses;https://www.tremedica.org/wp-content/uploads/n19_entremes_navarro1.pdf;2005
Fernando A. Navarro;¿Quién lo usó por vez primera? <em>Cor pulmonale</em>;n19_entremes_navarro2.pdf;19;Entremeses;https://www.tremedica.org/wp-content/uploads/n19_entremes_navarro2.pdf;2005
Fundación Española para la Ciencia y la Tecnología;Premio internacional de ensayo científico y tecnológico;n19_entremes_FECT.pdf;19;Entremeses;https://www.tremedica.org/wp-content/uploads/n19_entremes_FECT.pdf;2005
Gonzalo Casino;Fervor observador;n19_entremes_casino.pdf;19;Entremeses;https://www.tremedica.org/wp-content/uploads/n19_entremes_casino.pdf;2005
Gustavo A. Silva;La armada terrestre;n19_entremes_silva.pdf;19;Entremeses;https://www.tremedica.org/wp-content/uploads/n19_entremes_silva.pdf;2005
Gustavo Mendiluce Cabrera|Ana I. Hernández Bartolomé;El zigzag retórico en el artículo biomédico: ahora en español;n19_tribuna_mendiluce-hernandezpdf.pdf;19;Tribuna;https://www.tremedica.org/wp-content/uploads/n19_tribuna_mendiluce-hernandezpdf.pdf;2005
Héctor Quiñones;De Abies alba a Zea mays: diccionario multilingüe de plantas;n19_resenas-quinones.pdf;19;Reseñas;https://www.tremedica.org/wp-content/uploads/n19_resenas-quinones.pdf;2005
Hugo Brik;El lenguaje y los libros científicos: un mismo título para el inmenso espacio del idioma español;n19_tribuna_brik.pdf;19;Tribuna;https://www.tremedica.org/wp-content/uploads/n19_tribuna_brik.pdf;2005
J. William Howard, Jr.;Graecum est: el uso del griego en textos electrónicos de carácter científico-técnico;n19_revistilo_howard.pdf;19;Revisión y estilo;https://www.tremedica.org/wp-content/uploads/n19_revistilo_howard.pdf;2005
Joandomènec Ros;Reflexiones de un traductor científico sobre la grandeza y la servidumbre del oficio;n19_tradyterm_ros.pdf;19;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n19_tradyterm_ros.pdf;2005
